id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,classification_1,classification_2,classification_3
10.2307_41433303,0.001384015,0.001122831,7.23E-04,0.04114791,9.40E-04,9.05E-04,5.35E-04,0.195958618,3.94E-04,8.83E-04,0.001712434,0.001201524,5.06E-04,0.066118616,8.19E-04,0.104111994,0.001127586,0.06565999,9.99E-04,8.05E-04,0.060809783,6.62E-04,0.052659621,9.22E-04,0.002497029,8.18E-04,0.014416527,0.20818164,0.001912942,0.10161038,0.066497696,4.81E-04,4.07E-04,4.35E-04,6.35E-04,27,7,15
10.2307_41317385,0.001972824,0.001600524,0.001031219,0.11414531,0.001339829,0.001290368,7.63E-04,0.001868353,5.61E-04,0.038252541,0.002440965,0.001712696,7.21E-04,0.112745038,0.00116712,4.27E-04,0.001607301,0.019605279,0.001423527,0.001148148,0.031188824,9.44E-04,0.001074089,0.001314097,0.003559355,0.001166518,0.002052629,7.94E-04,0.002726775,0.126341858,0.002302171,6.86E-04,0.518501826,6.19E-04,9.05E-04,32,29,3
10.2307_23355438,0.001869104,0.001516378,0.018501732,0.002995845,0.001269388,0.001222528,7.23E-04,0.001770126,5.32E-04,0.018716716,0.002312633,0.001622652,6.83E-04,0.001669191,0.00110576,4.05E-04,0.001522799,0.001049819,0.001348687,0.001087785,0.09964801,8.94E-04,0.001017619,0.123918107,0.213668962,0.001105189,0.072043626,7.53E-04,0.037632873,0.277422091,0.002181136,0.088273832,5.50E-04,5.87E-04,0.018381947,29,24,23
10.2307_23017460,0.002130454,0.001728406,0.001113614,0.023389882,0.001446882,0.001393469,8.24E-04,0.002017635,6.06E-04,0.0213338,0.002635999,0.021824682,7.78E-04,0.001902587,0.001260374,4.61E-04,0.101611428,0.001196611,0.181313532,0.001239885,0.053655969,0.001018984,0.001159909,0.061344516,0.063769171,0.001259723,0.281868602,8.58E-04,0.002944646,0.096486362,0.002486116,7.41E-04,6.26E-04,6.69E-04,0.060902502,26,18,16
10.2307_41433149,0.001055342,8.56E-04,0.010446534,0.001691528,7.17E-04,0.099639208,4.08E-04,9.99E-04,3.00E-04,6.73E-04,0.021095557,9.16E-04,3.86E-04,9.42E-04,0.010519233,2.29E-04,0.109703642,5.93E-04,0.010656396,6.14E-04,0.016684149,5.05E-04,0.040154148,7.03E-04,0.011798935,6.24E-04,0.001098033,0.010319787,0.337885052,0.305062764,0.001231523,3.67E-04,3.10E-04,3.31E-04,4.84E-04,28,29,16
10.2307_41317386,0.00169127,0.001372103,8.84E-04,0.39914464,0.001148613,0.001106212,0.175084965,0.001601709,4.81E-04,0.001078578,0.0020926,0.001468266,6.18E-04,0.128369204,0.001000553,3.66E-04,0.001377913,9.50E-04,0.001220367,9.84E-04,0.042595028,8.09E-04,9.21E-04,0.001126554,0.01890873,0.001000037,0.017617039,6.81E-04,0.09748174,0.076596124,0.001973614,5.88E-04,4.97E-04,0.016388432,7.76E-04,3,6,13
10.2307_40802239,0.001746665,0.001417044,9.13E-04,0.019176333,0.017562971,0.001142444,6.76E-04,0.034407644,4.97E-04,0.115751062,0.231435453,0.001516357,6.38E-04,0.001559847,0.001033325,3.78E-04,0.001423045,9.81E-04,0.017637075,0.017393264,0.20775753,8.35E-04,9.51E-04,0.001163453,0.00315132,0.001032791,0.083701005,0.049833437,0.002414185,0.111858386,0.067545204,6.08E-04,5.14E-04,5.48E-04,8.01E-04,10,20,9
10.2307_41433142,0.036282716,0.001490261,0.242080798,0.002944248,0.018470427,0.001201473,7.10E-04,0.001739639,5.23E-04,0.001171459,0.363953734,0.036040508,6.71E-04,0.001640442,0.001086715,3.98E-04,0.001496572,0.001031738,0.001325458,0.00106905,0.132377585,0.018101487,0.001000093,0.001223567,0.020537046,0.001086154,0.00191122,7.40E-04,0.054207628,0.048746358,0.002143571,6.39E-04,5.40E-04,5.77E-04,8.42E-04,10,2,20
10.2307_41433150,0.014743171,0.001152749,7.43E-04,0.055566558,9.65E-04,9.29E-04,5.50E-04,0.001345648,4.04E-04,9.06E-04,0.108336302,0.001233538,0.040486004,0.054558037,8.41E-04,3.08E-04,0.00115763,7.98E-04,0.00102527,8.27E-04,0.142363714,0.014001884,0.027418153,9.46E-04,0.002563562,8.40E-04,0.001478369,5.72E-04,0.321698633,0.197573704,0.001658098,4.94E-04,4.18E-04,4.46E-04,6.52E-04,28,29,20
10.2307_40802237,0.10384863,0.001108447,7.14E-04,0.104672259,9.28E-04,8.94E-04,5.28E-04,0.001293933,3.89E-04,8.71E-04,0.001690497,0.001186132,4.99E-04,0.014030445,0.013618586,2.96E-04,0.001113141,7.67E-04,0.321243197,7.95E-04,0.111271965,6.53E-04,0.039174743,9.10E-04,0.11775768,0.026428462,0.001421554,5.50E-04,0.053129609,0.074688135,0.001594375,4.75E-04,4.02E-04,4.29E-04,6.27E-04,18,24,20
10.2307_40802365,0.001972824,0.001600524,0.001031219,0.317614549,0.001339829,0.001290368,7.63E-04,0.205337592,5.61E-04,0.001258134,0.020938168,0.001712696,7.21E-04,0.001761817,0.00116712,4.27E-04,0.001607301,0.001108076,0.001423527,0.001148148,0.234658063,9.44E-04,0.001074089,0.001314097,0.003559355,0.001166518,0.11303585,7.94E-04,0.002726775,0.070850247,0.002302171,6.86E-04,5.80E-04,6.19E-04,9.05E-04,3,20,7
10.2307_23355449,0.016259463,0.001271305,8.19E-04,0.002511666,0.001064234,0.001024947,6.06E-04,0.001484044,4.46E-04,9.99E-04,0.163555685,0.045437717,5.73E-04,0.295248171,9.27E-04,3.39E-04,0.001276689,8.80E-04,0.001130716,0.015604418,0.068850779,0.030134375,8.53E-04,0.118583295,0.002827216,9.27E-04,0.001630415,6.31E-04,0.134397831,0.085661642,0.001828628,5.45E-04,4.61E-04,4.92E-04,7.19E-04,13,10,28
10.2307_41506782,0.001590392,0.001290263,8.31E-04,0.002549119,0.001080103,0.001040231,6.15E-04,0.523409516,4.52E-04,0.001014245,0.001967784,0.00138069,5.81E-04,0.001420289,0.015852398,3.44E-04,0.001295726,8.93E-04,0.001147577,9.26E-04,0.21899269,7.61E-04,0.030688925,0.00105936,0.002869374,9.40E-04,0.001654727,6.40E-04,0.00219819,0.176408132,0.001855896,5.53E-04,4.68E-04,4.99E-04,7.29E-04,7,20,29
10.2307_41433147,0.001718521,0.001394212,8.98E-04,0.08331879,0.033392842,0.001124036,6.65E-04,0.001627517,4.89E-04,0.001095957,0.002126317,0.001491924,0.274546542,0.001534714,0.017129536,3.72E-04,0.001400116,9.65E-04,0.001240031,0.001000148,0.317199986,8.22E-04,0.049274217,0.017257567,0.003100544,0.00101615,0.001788039,6.92E-04,0.002375286,0.17450747,0.002005415,5.98E-04,5.05E-04,5.40E-04,7.88E-04,20,12,29
10.2307_41688037,0.001590392,0.001290263,8.31E-04,0.002549119,0.001080103,0.001040231,6.15E-04,0.001506173,4.52E-04,0.001014245,0.001967784,0.00138069,5.81E-04,0.344385343,9.41E-04,3.44E-04,0.090764871,8.93E-04,0.001147577,9.26E-04,0.054965925,7.61E-04,8.66E-04,0.135263077,0.002869374,9.40E-04,0.001654727,6.40E-04,0.00219819,0.176408132,0.165882661,5.53E-04,4.68E-04,4.99E-04,7.29E-04,13,29,30
10.2307_41317414,0.002730394,0.002215129,0.00142721,0.00437634,0.001854326,0.001785873,0.308258102,0.002585805,7.77E-04,0.00174126,0.003378302,0.002370375,9.98E-04,0.207239795,0.001615297,5.91E-04,0.002224509,0.027133759,0.001970166,0.001589039,0.119965955,0.001305932,0.001486542,0.001818714,0.004926156,0.001614464,0.028441024,0.001099287,0.054974223,0.046856573,0.07998675,0.07775034,8.03E-04,8.57E-04,0.001252228,6,13,20
10.2307_23355445,0.001614467,0.001309794,8.44E-04,0.184234627,0.001096453,0.001055977,6.24E-04,0.001528972,4.59E-04,0.001029598,0.017134814,0.00140159,5.90E-04,0.001441788,9.55E-04,3.50E-04,0.00131534,9.07E-04,0.001164948,9.40E-04,0.192033148,7.72E-04,8.79E-04,0.001075395,0.002912809,0.03122911,0.001679775,6.50E-04,0.501760499,0.042843274,0.001883989,5.62E-04,4.75E-04,5.07E-04,7.40E-04,28,20,3
10.2307_23355471,0.017274692,0.001350685,8.70E-04,0.018278315,0.126009266,0.001088944,6.44E-04,0.001576706,4.74E-04,0.001061741,0.002059934,0.001445347,6.08E-04,0.017096623,9.85E-04,3.61E-04,0.001356404,9.35E-04,0.001201317,0.016578747,0.16680871,7.96E-04,9.06E-04,0.001108969,0.003003746,9.84E-04,0.001732217,6.70E-04,0.533035107,0.059790649,0.017552629,5.79E-04,4.90E-04,5.23E-04,7.64E-04,28,20,4
10.2307_23017495,0.001459787,0.138053936,7.63E-04,0.016026744,9.91E-04,9.55E-04,5.65E-04,0.015069447,4.15E-04,9.31E-04,0.001806186,0.001267305,5.33E-04,0.014990615,8.64E-04,3.16E-04,0.001189319,8.20E-04,0.001053336,8.50E-04,0.064138988,6.98E-04,0.206099217,9.72E-04,0.112129442,8.63E-04,0.001518838,0.01427469,0.152574266,0.14823422,0.001703486,5.08E-04,4.29E-04,0.027832317,0.069104311,22,28,29
10.2307_40606405,0.018425145,0.001440637,9.28E-04,0.019495607,0.001205984,0.001161465,6.87E-04,0.001681711,5.05E-04,0.001132451,0.03549592,0.018191003,6.49E-04,0.201378612,0.001050529,3.85E-04,0.101343135,9.97E-04,0.001281322,0.001033452,0.078021372,8.49E-04,0.017616191,0.217625018,0.003203788,0.001049987,0.001847579,7.15E-04,0.135649577,0.080421962,0.052020391,6.18E-04,5.22E-04,5.58E-04,8.14E-04,23,13,28
10.2307_41061185,0.002173877,0.062910474,0.001136312,0.003484342,0.001476372,0.04218643,0.245428074,0.022441039,6.18E-04,0.001386352,0.002689727,0.083416357,7.94E-04,0.001941366,0.001286063,4.71E-04,0.062917942,0.001221001,0.001568601,0.001265157,0.238190115,0.001039753,0.001183551,0.001448019,0.003922093,0.001285399,0.002261815,8.75E-04,0.003004665,0.200364371,0.002536789,7.56E-04,6.39E-04,6.83E-04,9.97E-04,6,20,29
10.2307_42003018,0.001590392,0.016201787,8.31E-04,0.002549119,0.001080103,0.001040231,0.373403168,0.001506173,4.52E-04,0.045748817,0.001967784,0.00138069,5.81E-04,0.061066385,9.41E-04,3.44E-04,0.001295726,8.93E-04,0.001147577,9.26E-04,0.174258117,7.61E-04,8.66E-04,0.00105936,0.002869374,0.030763437,0.001654727,6.40E-04,0.00219819,0.265877277,0.001855896,5.53E-04,4.68E-04,4.99E-04,7.29E-04,6,29,20
10.2307_41433146,0.001544336,0.001252897,0.015286939,0.08935347,0.001048824,0.001010106,5.97E-04,0.276576768,4.39E-04,9.85E-04,0.001910798,0.001340706,5.64E-04,0.001379158,9.14E-04,3.35E-04,0.07365668,8.67E-04,0.001114344,8.99E-04,0.009935059,7.39E-04,8.41E-04,0.001028681,0.03174567,9.13E-04,0.001606807,0.015101462,0.016614227,0.446413674,0.00180215,5.37E-04,4.54E-04,4.85E-04,7.08E-04,29,7,3
10.2307_40802229,0.002535654,0.00205714,0.001325418,0.004064206,0.00172207,0.001658499,9.81E-04,0.002401378,7.21E-04,0.001617069,0.003137351,0.002201313,9.26E-04,0.002264448,0.00150009,5.49E-04,0.002065851,0.0014242,0.001829648,0.001475705,0.325378339,0.02498709,0.001380517,0.001688998,0.004574809,0.001499315,0.002638227,0.001020883,0.027279002,0.138611828,0.407122069,0.024656359,7.46E-04,7.96E-04,0.001162915,30,20,29
10.2307_41433292,0.098786685,0.001054418,6.79E-04,0.00208317,8.83E-04,0.025221838,5.03E-04,0.001230862,3.70E-04,8.29E-04,0.001608097,0.001128316,4.75E-04,0.135205298,7.69E-04,2.82E-04,0.001058883,7.30E-04,9.38E-04,7.56E-04,0.008361183,6.22E-04,0.634373086,8.66E-04,0.014530762,7.68E-04,0.001352263,5.23E-04,0.001796387,0.058861699,0.00151666,4.52E-04,3.82E-04,4.08E-04,5.96E-04,22,13,0
10.2307_40984135,0.047810913,0.001963765,0.001265257,0.003879731,0.001643905,0.00158322,9.36E-04,0.002292379,6.89E-04,0.001543669,0.002994946,0.002101395,8.84E-04,0.002161664,0.06951753,5.24E-04,0.20622867,0.001359555,0.001746599,0.001408722,0.197133419,0.00115774,0.001317855,0.001612334,0.004367156,0.001431261,0.252165419,9.75E-04,0.003345622,0.132320189,0.048215006,8.42E-04,7.12E-04,7.60E-04,0.00111013,26,16,20
10.2307_41317423,0.00226626,0.001838584,0.001184602,0.003632416,0.001539114,0.001482297,0.532088041,0.00214625,0.064390155,0.001445268,0.002804032,0.001967441,8.28E-04,0.002023868,0.001340717,4.91E-04,0.00184637,0.00127289,0.001635262,0.001318922,0.078324754,0.00108394,0.001233848,0.001509555,0.00408877,0.001340025,0.108600254,9.12E-04,0.003132354,0.123885386,0.002644594,7.88E-04,6.66E-04,0.04320856,0.001039365,6,29,26
10.2307_41688034,0.168955757,0.00205714,0.001325418,0.099161408,0.00172207,0.072981401,9.81E-04,0.09749858,7.21E-04,0.001617069,0.217106055,0.002201313,9.26E-04,0.002264448,0.00150009,5.49E-04,0.002065851,0.0014242,0.001829648,0.001475705,0.254055438,0.001212789,0.001380517,0.001688998,0.004574809,0.001499315,0.002638227,0.001020883,0.003504701,0.019740326,0.002958961,8.82E-04,7.46E-04,7.96E-04,0.024937216,20,10,0
10.2307_40984140,0.002535654,0.00205714,0.001325418,0.004064206,0.00172207,0.001658499,9.81E-04,0.026175679,7.21E-04,0.001617069,0.003137351,0.002201313,9.26E-04,0.002264448,0.072822991,0.048097836,0.002065851,0.0014242,0.001829648,0.001475705,0.515572742,0.001212789,0.001380517,0.001688998,0.004574809,0.001499315,0.240381231,0.001020883,0.003504701,0.043514627,0.002958961,8.82E-04,7.46E-04,7.96E-04,0.001162915,20,26,14
10.2307_41433139,0.041256628,0.001694557,0.001091805,0.003347867,0.001418546,0.00136618,8.08E-04,0.001978122,5.94E-04,0.13841969,0.022168324,0.00181332,7.63E-04,0.001865327,0.020819639,4.52E-04,0.001701733,0.001173177,0.001507162,0.001215603,0.150524915,9.99E-04,0.001137193,0.0405592,0.003768473,0.001235053,0.354684296,8.41E-04,0.002886978,0.055428881,0.10035717,0.039894488,6.14E-04,6.56E-04,9.58E-04,26,20,9
10.2307_41687989,0.240278658,0.02583144,0.001325418,0.027838507,0.00172207,0.001658499,9.81E-04,0.002401378,7.21E-04,0.001617069,0.050685952,0.002201313,9.26E-04,0.002264448,0.00150009,5.49E-04,0.002065851,0.025198501,0.001829648,0.001475705,0.016312433,0.04876139,0.001380517,0.001688998,0.242317813,0.001499315,0.002638227,0.001020883,0.027279002,0.257483331,0.002958961,8.82E-04,7.46E-04,7.96E-04,0.001162915,29,24,0
10.2307_23355479,0.023514724,0.001838584,0.298663093,0.131123197,0.001539114,0.001482297,8.76E-04,0.00214625,6.45E-04,0.001445268,0.024052496,0.001967441,8.28E-04,0.172011577,0.001340717,4.91E-04,0.00184637,0.00127289,0.001635262,0.001318922,0.163318608,0.00108394,0.043730775,0.001509555,0.025337234,0.001340025,0.002357936,9.12E-04,0.024380817,0.038891532,0.002644594,0.02203681,6.66E-04,7.12E-04,0.001039365,2,13,20
10.2307_41061160,7.78E-04,6.31E-04,4.07E-04,0.001247241,5.28E-04,5.09E-04,3.01E-04,7.37E-04,2.21E-04,0.015088165,0.00825876,0.168482541,2.84E-04,6.95E-04,4.60E-04,1.69E-04,6.34E-04,4.37E-04,0.124592746,4.53E-04,0.107149414,3.72E-04,0.022311527,5.18E-04,0.001403936,4.60E-04,0.124840886,3.13E-04,0.001075537,0.130089249,9.08E-04,2.71E-04,2.29E-04,0.284786641,3.57E-04,33,11,29
10.2307_41061187,0.001349004,0.001094428,7.05E-04,0.002162215,9.16E-04,8.82E-04,5.22E-04,0.001277567,3.84E-04,0.064101629,0.001669115,0.013819395,4.93E-04,0.07709431,7.98E-04,2.92E-04,0.001099062,7.58E-04,9.73E-04,0.279046929,0.135161098,6.45E-04,7.34E-04,0.038843366,0.002433863,7.98E-04,0.08994143,5.43E-04,0.001864551,0.276115702,0.001574209,4.69E-04,3.97E-04,4.24E-04,6.19E-04,19,29,20
10.2307_40984124,0.001440076,0.014670473,7.53E-04,0.015810348,9.78E-04,9.42E-04,5.57E-04,0.001363817,4.10E-04,9.18E-04,0.001781799,0.001250194,5.26E-04,0.082299008,8.52E-04,3.12E-04,0.082186218,0.027813167,0.001039113,8.38E-04,0.19829457,6.89E-04,0.054792677,9.59E-04,0.002598175,8.52E-04,0.001498331,0.230116505,0.001990428,0.254250015,0.015182645,5.01E-04,4.23E-04,4.52E-04,6.60E-04,29,27,20
10.2307_42002956,0.001718521,0.001394212,8.98E-04,0.115544511,0.001167121,0.001124036,6.65E-04,0.001627517,4.89E-04,0.001095957,0.002126317,0.033717646,6.28E-04,0.001534714,0.001016675,3.72E-04,0.001400116,9.65E-04,0.017352891,0.001000148,0.011055634,8.22E-04,9.36E-04,0.500643386,0.035326265,0.00101615,0.001788039,6.92E-04,0.002375286,0.255071773,0.002005415,5.98E-04,5.05E-04,5.40E-04,7.88E-04,23,29,3
10.2307_41506781,0.001936995,0.001571456,0.001012491,0.003104661,0.001315496,0.001266933,7.49E-04,0.383221108,5.51E-04,0.055719097,0.093202988,0.001681591,7.08E-04,0.00172982,0.001145924,4.20E-04,0.001578111,0.001087951,0.019558945,0.001127296,0.266718916,9.26E-04,0.001054582,0.001290232,0.003494712,0.001145332,0.002015351,7.80E-04,0.002677253,0.1422086,0.002260361,6.74E-04,5.70E-04,6.08E-04,8.88E-04,7,20,29
10.2307_40606395,0.001268766,0.001029331,6.63E-04,0.002033607,8.62E-04,8.30E-04,4.91E-04,0.013097527,3.61E-04,8.09E-04,0.001569837,0.072477169,4.64E-04,0.013029012,7.51E-04,2.75E-04,0.00103369,0.393278962,9.16E-04,7.38E-04,0.008162254,6.07E-04,6.91E-04,8.45E-04,0.014185047,7.50E-04,0.00132009,5.11E-04,0.001753648,0.081253167,0.001480576,0.381111741,3.73E-04,3.98E-04,5.82E-04,17,31,29
10.2307_40802238,0.016024031,0.001252897,8.07E-04,0.002475298,0.001048824,0.001010106,5.97E-04,0.001462555,4.39E-04,9.85E-04,0.001910798,0.001340706,5.64E-04,0.044818245,9.14E-04,3.35E-04,0.001258203,8.67E-04,0.001114344,8.99E-04,0.212650795,7.39E-04,8.41E-04,0.348541372,0.002786279,9.13E-04,0.001606807,6.22E-04,0.26276905,0.084421288,0.00180215,5.37E-04,4.54E-04,4.85E-04,7.08E-04,23,28,20
10.2307_41433293,0.001384015,0.001122831,7.23E-04,0.002218332,9.40E-04,9.05E-04,5.35E-04,0.001310724,3.94E-04,8.83E-04,0.01468896,0.001201524,5.06E-04,0.092071669,8.19E-04,0.415548625,0.001127586,7.77E-04,9.99E-04,0.03973505,0.203551572,6.62E-04,7.54E-04,0.065804523,0.067379661,8.18E-04,0.001440001,5.57E-04,0.001912942,0.075657327,0.001615065,4.81E-04,4.07E-04,4.35E-04,6.35E-04,15,20,13
10.2307_41433148,0.06459033,0.001094428,7.05E-04,0.002162215,9.16E-04,0.165309792,5.22E-04,0.001277567,3.84E-04,8.60E-04,0.039613911,0.00117113,4.93E-04,0.001204719,7.98E-04,2.92E-04,0.026395592,7.58E-04,9.73E-04,7.85E-04,0.109864567,6.45E-04,0.089272311,8.99E-04,0.015082128,7.98E-04,0.001403574,5.43E-04,0.229533324,0.225522641,0.014222475,4.69E-04,3.97E-04,4.24E-04,6.19E-04,28,29,5
10.2307_40984094,0.001349004,0.001094428,7.05E-04,0.078051806,9.16E-04,8.82E-04,5.22E-04,0.001277567,3.84E-04,8.60E-04,0.026965646,0.00117113,4.93E-04,0.026501249,7.98E-04,2.92E-04,0.001099062,0.114592081,9.73E-04,7.85E-04,0.147809363,6.45E-04,7.34E-04,8.99E-04,0.445123144,7.98E-04,0.051996635,5.43E-04,0.001864551,0.086391725,0.001574209,4.69E-04,3.97E-04,4.24E-04,6.19E-04,24,20,17
10.2307_40802369,0.046324965,0.001290263,0.015742842,0.002549119,0.001080103,0.001040231,6.15E-04,0.001506173,4.52E-04,0.001014245,0.165994549,0.00138069,5.81E-04,0.001420289,9.41E-04,0.059990583,0.001295726,8.93E-04,0.12043977,9.26E-04,0.383019455,7.61E-04,8.66E-04,0.00105936,0.002869374,9.40E-04,0.001654727,6.40E-04,0.00219819,0.027292892,0.061501992,5.53E-04,0.089936814,4.99E-04,7.29E-04,20,10,18
10.2307_40606378,0.001121952,9.10E-04,5.86E-04,0.001798291,7.62E-04,7.34E-04,4.34E-04,0.001062539,3.19E-04,7.16E-04,0.001388185,0.043051718,4.10E-04,0.001001951,6.64E-04,2.43E-04,0.085069482,6.30E-04,0.021848416,6.53E-04,0.249164555,5.37E-04,6.11E-04,0.284771819,0.254490428,6.63E-04,0.011686763,4.52E-04,0.001550727,0.008734511,0.022348104,3.90E-04,3.30E-04,3.52E-04,5.15E-04,23,24,20
10.2307_23017498,0.183549703,0.001571456,0.001012491,0.003104661,0.201089475,0.001266933,7.49E-04,0.001834421,5.51E-04,0.092041638,0.002396634,0.001681591,7.08E-04,0.00172982,0.001145924,4.20E-04,0.056061923,0.001087951,0.001397674,0.09193365,0.066944937,9.26E-04,0.001054582,0.001290232,0.112462337,0.001145332,0.002015351,7.80E-04,0.002677253,0.16036987,0.002260361,6.74E-04,5.70E-04,6.08E-04,8.88E-04,4,0,29
10.2307_41688047,0.159716058,0.001054418,0.061608736,0.00208317,8.83E-04,8.50E-04,5.03E-04,0.001230862,3.70E-04,8.29E-04,0.038165721,0.001128316,4.75E-04,0.001160677,7.69E-04,2.82E-04,0.001058883,7.30E-04,9.38E-04,7.56E-04,0.337379798,0.012807508,7.08E-04,8.66E-04,0.002344887,7.68E-04,0.001352263,5.23E-04,0.306443253,0.046675825,0.013702535,4.52E-04,3.82E-04,4.08E-04,5.96E-04,20,28,0
10.2307_42003132,0.001567026,0.001271305,8.19E-04,0.134743603,0.001064234,0.133256884,6.06E-04,0.001484044,4.46E-04,9.99E-04,0.001938873,0.001360404,5.73E-04,0.001399421,9.27E-04,3.39E-04,0.001276689,8.80E-04,0.001130716,9.12E-04,0.039465904,7.49E-04,8.53E-04,0.001043795,0.120366716,9.27E-04,0.001630415,6.31E-04,0.134397831,0.261970892,0.148753003,5.45E-04,4.61E-04,4.92E-04,7.19E-04,29,30,3
10.2307_23017501,0.001459787,0.001184304,7.63E-04,0.00233978,0.192608888,9.55E-04,5.65E-04,0.001382483,4.15E-04,0.055678806,0.001806186,0.001267305,5.33E-04,0.001303652,8.64E-04,3.16E-04,0.001189319,8.20E-04,0.069488152,0.206154017,0.173634694,6.98E-04,7.95E-04,9.72E-04,0.030007663,8.63E-04,0.001518838,5.88E-04,0.043078561,0.079799404,0.083825265,5.08E-04,4.29E-04,4.58E-04,0.041730385,19,4,20
10.2307_41317413,0.002957534,0.002399405,0.001545939,0.032470252,0.002008587,0.001934439,0.417091491,0.002800917,8.41E-04,0.001886115,0.003659341,0.002567566,0.00108062,0.002641205,0.001749673,6.41E-04,0.002409565,0.001661157,0.002134063,0.001721231,0.268595101,0.029144419,0.001610206,0.057429705,0.005335961,0.00174877,0.003077173,0.001190736,0.00408781,0.078484397,0.031181117,0.028758661,8.70E-04,9.29E-04,0.0013564,6,20,29
10.2307_23355440,0.275637152,0.001394212,8.98E-04,0.131657372,0.001167121,0.001124036,6.65E-04,0.001627517,4.89E-04,0.113885981,0.06657776,0.001491924,6.28E-04,0.001534714,0.001016675,3.72E-04,0.001400116,0.033190963,0.146255776,0.001000148,0.027168495,8.22E-04,9.36E-04,0.081709009,0.003100544,0.00101615,0.001788039,6.92E-04,0.002375286,0.093943167,0.002005415,5.98E-04,5.05E-04,5.40E-04,7.88E-04,0,18,3
10.2307_40802372,0.105196225,0.001122831,0.078582599,0.002218332,9.40E-04,9.05E-04,0.013511778,0.001310724,3.94E-04,8.83E-04,0.092548118,0.001201524,5.06E-04,0.001235985,8.19E-04,3.00E-04,0.001127586,7.77E-04,9.99E-04,8.05E-04,0.099739362,0.09149765,0.013730042,0.104734102,0.002497029,8.18E-04,0.001440001,0.117345956,0.04084252,0.192446064,0.014591591,4.81E-04,4.07E-04,0.013411123,6.35E-04,29,27,0
10.2307_40984125,0.002219108,0.00180033,0.001159955,0.06597592,0.00150709,0.043064176,8.58E-04,0.002101594,6.31E-04,0.001415197,0.00274569,0.001926506,8.11E-04,0.001981759,0.001312821,4.81E-04,0.001807954,0.022052766,0.022407598,0.105323283,0.263952345,0.001061387,0.001208176,0.001478147,0.004003698,0.001312144,0.002308875,8.93E-04,0.003067181,0.121307782,0.00258957,0.312867351,6.53E-04,6.97E-04,0.001017739,31,20,29
10.2307_41317425,0.002173877,0.225968709,0.001136312,0.003484342,0.001476372,0.123715548,0.143516677,0.002058759,6.18E-04,0.001386352,0.002689727,0.001887239,7.94E-04,0.001941366,0.001286063,4.71E-04,0.001771104,0.001221001,0.001568601,0.001265157,0.238190115,0.082568871,0.041948109,0.001448019,0.003922093,0.001285399,0.002261815,8.75E-04,0.003004665,0.098452974,0.002536789,7.56E-04,6.39E-04,6.83E-04,9.97E-04,20,1,6
10.2307_41317431,0.0034336,0.00278563,0.001794785,0.005503455,0.002331903,0.034439263,0.452036104,0.003251773,9.77E-04,0.002189718,0.133022146,0.00298086,0.001254564,0.003066353,0.002031313,7.44E-04,0.002797426,0.001928549,0.002477577,0.001998293,0.086476006,0.001642272,0.001869397,0.002287119,0.006194876,0.002030265,0.003572497,0.001382406,0.004745814,0.123311254,0.036200255,0.00119442,0.001009681,0.065465076,0.001574736,6,10,29
10.2307_42003083,0.001211135,9.83E-04,6.33E-04,0.001941236,0.04624496,0.012147776,4.68E-04,0.001146999,3.45E-04,7.72E-04,0.001498531,0.00105144,0.352466329,0.001081596,7.17E-04,2.62E-04,9.87E-04,6.80E-04,8.74E-04,7.05E-04,0.064569538,5.79E-04,6.59E-04,8.07E-04,0.002185121,7.16E-04,0.001260128,4.88E-04,0.206074912,0.293318977,0.001413324,4.21E-04,3.56E-04,3.80E-04,5.55E-04,12,29,28
10.2307_40469109,0.001384015,0.04005241,7.23E-04,0.326631488,9.40E-04,9.05E-04,5.35E-04,0.001310724,3.94E-04,8.83E-04,0.001712434,0.001201524,5.06E-04,0.092071669,8.19E-04,3.00E-04,0.027080638,7.77E-04,9.99E-04,8.05E-04,0.229504625,6.62E-04,0.026706569,9.22E-04,0.002497029,8.18E-04,0.001440001,5.57E-04,0.222513888,0.010774696,0.001615065,4.81E-04,4.07E-04,4.35E-04,6.35E-04,3,20,28
10.2307_40606401,0.002957534,0.002399405,0.001545939,0.115659792,0.002008587,0.001934439,0.001143792,0.002800917,0.139490668,0.001886115,0.031389188,0.002567566,0.00108062,0.002641205,0.001749673,6.41E-04,0.002409565,0.001661157,0.002134063,0.057180924,0.351784641,0.001414572,0.001610206,0.223808785,0.005335961,0.00174877,0.003077173,0.001190736,0.00408781,0.023024704,0.003451271,0.001028815,8.70E-04,9.29E-04,0.0013564,20,23,8
10.2307_42003076,0.00266224,0.002159837,0.001391586,0.004267101,0.00180804,0.001741296,0.00102959,0.00252126,7.57E-04,0.001697796,0.003293975,0.002311208,0.025933895,0.002377495,0.001574978,5.77E-04,0.002168983,0.051417638,0.001920988,0.176277559,0.341621987,0.001273335,0.001449436,0.001773317,0.004803194,0.001574165,0.227420455,0.001071848,0.003679664,0.120570486,0.00310668,9.26E-04,7.83E-04,8.36E-04,0.001220971,20,26,19
